"Tenid","CondType","CondNo","Seq","CondText","CategoryId"
"L53/205","Condition","3","3","No mining within 25 metres of either side of the Gas/Petroleum pipeline contained within Petroleum Pipeline Licence No 24 as shown in TENGRAPH.",0
"E69/2201","Endorsement","1","11","The grant of this licence does not include the land the subject of prior Exploration Licence 69/1386. If the prior licence expires, is surrendered or forfeited that land may be included in this licence, subject to the provisions of the Third Schedule of the Mining Regulations 1981 titled ""Transitional provisions relating to Geocentric Datum of Australia"".",0
"L47/799","Condition","26","26","All topsoil and vegetation being removed ahead of all mining operations from sites such as pit areas, waste disposal areas, ore stockpile areas, pipeline, haul roads and new access roads and being stockpiled for later respreading or immediately respread as rehabilitation progresses.",0
"E52/3660","Condition","6","7","The rights conferred by this Exploration Licence may not be exercised until a Heritage Agreement (as defined in the Nharnuwangga Wajarri and Ngarlawangga Indigenous Land Use Agreement) has been entered into in respect of the Licence provided that this restriction only applies for so long as the Nharnuwangga Wajarri and Ngarlawangga Indigenous Land Use Agreement is in force.",0
"E69/3615","Condition","7","7","No excavation, excepting shafts, approaching closer to the Eyre Highway, Highway verge or the road reserve than a distance equal to twice the depth of the excavation and mining on the Eyre Highway or Highway verge being confined to below a depth of 30 metres from the natural surface.",0
"L39/156","Condition","16","17","All Mining Act tenement activities are prohibited within a 500-metre radius in a P1 area or a 300-metre radius in a P2 or P3 area of any Public Drinking Water Source production well or dam, unless the written approval of the Department of Environment is first obtained.",0
"M70/1084","Condition","26","36","A project closure plan being submitted to the State Mining Engineer at least one year perilled to closure for his assessment and written approval.",0
"M63/68","Condition","25","42","At the completion of operations to construct a safety bund around the pit to unite with the bund on M63/172.",0
"L47/741","Condition","5","5","The Licensee shall not interfere with any installations, structures, excavations, roads and improvements situated or to be situated on General Lease I195323.",0
"P37/8382","Condition","8","9","No prospecting activities being carried out on Stock Route Reserve 17398 which restrict the use of the reserve.",0
"M47/42","Condition","6","8","Excavation in water courses must not be carried out deeper than three metres below river bed level and any excavation must be backfilled in an orderly manner in general conformity to conditions existing prior to commencement of work.",0
"E70/3180","Condition","5","5","No interference with Geodetic Survey Station Pinjarra 186 and Pinjarra 186DRM and mining within 15 metres thereof being confined to below a depth of 15 metres from the natural surface.",0
"M24/778","Endorsement","4","15","The lessee's attention is drawn to the encroachment onto a former pastoral lease purchased by the Department of Environment and Conservation (DEC - formerly CALM) and that any mining proposals for this area will be forwarded to DEC for its information.",0
"M39/686","Condition","21","26","The Grantee Party must not assign the mining lease unless and until the assignee executes and delivers to the Wongatha Registered Native Title Claimants a deed expressed to be for the benefit of the Wongatha Native Title Party by which the assignee undertakes to be bound by this Document as if it were the Grantee Party. In the case of an assignment consisting of the entering into of a mortgage, charge of other security, the deed must provide that he assignee undertakes:
* to be bound by these conditions as if it were the Grantee Party, if it or anyone on its behalf enters into possession of the mining lease, or if it appoints a receiver to enter into possession of the mining lease; and
* not to transfer the mining lease under any power of sale unless the purchaser executes a deed expressed to be for the benefit of the Wongatha Native Title Party by which the purchaser undertakes to be bound by these conditions as if it were the Grantee Party.",0
"L47/471","Condition","10","10","To construct a fence around all wells, bores, storage tanks, pumping stations and any other installations as determined by the Environmental Officer, DMP having such dimensions and to be constructed of such materials and be of such standard as determined by the Environmental Officer, DMP.",0
"L47/162","Condition","9","10","The Licensee shall not excavate, drill, install, erect, deposit or permit to be excavated, drilled, installed, erected or deposited within the Safety Zone established in Condition 6 hereof, any pit, well, pavement, foundation, building, or other structure or installation, or material of any nature whatsoever without the prior written consent of the State Mining Engineer, DoCEP.",0
"E47/2974","Endorsement","3","9","The grant of this licence does not include the land the subject of prior Exploration Licence 47/891. If the prior licence expires, is surrendered or forfeited that land may be included in this licence, subject to the provisions of the Third Schedule of the Mining Regulations 1981 titled ""Transitional provisions relating to Geocentric Datum of Australia"".",0
"M28/164","Condition","12","13","The lessee taking all such necessary precautions as may be indicated by the Regional/District Manager, DEC to prevent the occurrence or spread and undertake suppression of any fire within or adjacent to the leased area.",0
"G70/221","Condition","3","3","The construction and operation of the project and measures to protect the environment being carried out generally in accordance with the document titled:
* ""Tilley Siding ore transport facility"" (MP 5622) dated January 2007, signed by Tian Sang - Deputy Chairman and retained on Department of Industry and Resources File No. E0048/200604;
* ""Revised Road Haulage Period (Mining Proposal 29231)"" (Reg ID 30031) dated 1 March 2011 signed by Aidan Kelly and retained on Department of Mines and Petroleum File No. E0033/201101.
* ""Addendum to Mining Proposal: Road Haulage to Tilley Siding"" (REG ID 29231) dated 17 December 2010 signed by Aidan Kelley; the email (and attachments) titled ""RE: Tilley Siding Mining Proposal 29231"" dated 10 January 2011 signed by Jo Russell; and the email (and attached letter from Morawa Shire) titled ""Tilley Siding Mining Proposal 29231"", dated 13 January 2011, signed by Jo Russell, all documents retained on Department of Mines and Petroleum File No. EARS-MP-29231;
* (Reg ID 57842) ""Koolanooka Iron Ore Project Mine Closure Plan Version 2a 15 November 2016 Tenement Numbers: M70/1012, M70/1013, M70/1014, G70/158 and G70/159"" dated 15 November 2016 signed by Stuart Griffiths and retained on Department of Mines and Petroleum File No. EARS-MCP-57842 as Doc ID 4733476
Where a difference exists between the above document(s) and the following conditions, then the following conditions shall prevail.",0
